EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,REGION,addr,Lat,Lng,STREET_new,ZIP_5,Coord
591262354,UNITED WAY OF SUWANNEE VALLEY INC,,871 SW STATE ROAD 47,LAKE CITY,FL,32025-0433,0,3,3,1000,197407,1,15,600000000,1,1,201706.0,6,6,1,0,6,1486097.0,1398032.0,1398032.0,,,Gulf Coast and Pacific Coast Areas,"871 SW STATE ROAD 47, LAKE CITY, FL, 32025",44.933143,7.540121,871 SW STATE ROAD 47,32025,"(30.1693422, -82.6411096)"
592104175,UNITED WAYS OF FLORIDA INC,,307 E 7TH AVE,TALLAHASSEE,FL,32303-5520,0,3,3,1000,198108,1,15,600000000,1,1,201706.0,4,6,1,0,6,208083.0,1155458.0,1155458.0,,,Gulf Coast and Pacific Coast Areas,"307 E 7TH AVE, TALLAHASSEE, FL, 32303",30.4578506,-84.2804114,307 E 7TH AVE,32303,"(30.4578506, -84.2804114)"
592116280,UNITED WAY OF CENTRAL FLORIDA INC,% ROBI CASHBAUGH,5605 US HIGHWAY 98 S,LAKELAND,FL,33812-0000,0,3,3,1000,198110,1,15,600000000,1,1,201706.0,8,8,1,0,6,30062641.0,12470867.0,11677226.0,T700,,Gulf Coast and Pacific Coast Areas,"5605 US HIGHWAY 98 S, LAKELAND, FL, 33812",44.933143,7.540121,5605 US HIGHWAY 98 S,33812,"(28.0321216, -81.9339459)"
592193178,UNITED WAY OF PASCO COUNTY INC,,17230 CAMELOT CT,LAND O LAKES,FL,34638-7202,0,3,3,1000,198211,1,15,600000000,1,1,201706.0,6,6,1,0,6,3310958.0,2363735.0,1953721.0,,,Gulf Coast and Pacific Coast Areas,"17230 CAMELOT CT, LAND O LAKES, FL, 34638",44.933143,7.540121,17230 CAMELOT CT,34638,
592766815,UNITED WAY OF CITRUS COUNTY INC,,1582 N MEADOWCREST BLVD,CRYSTAL RIVER,FL,34429-5757,0,3,3,1000,198709,1,15,600000000,1,1,201706.0,5,6,1,0,6,769582.0,1085727.0,1085727.0,,,Gulf Coast and Pacific Coast Areas,"1582 N MEADOWCREST BLVD, CRYSTAL RIVER, FL, 34429",44.933143,7.540121,1582 N MEADOWCREST BLVD,34429,
592848474,UNITED WAY OF HERNANDO COUNTY INC,,4028 COMMERCIAL WAY,SPRING HILL,FL,34606-2398,0,3,3,1000,198905,1,15,600000000,1,1,201706.0,5,5,1,0,6,758952.0,603574.0,603574.0,T70Z,,Gulf Coast and Pacific Coast Areas,"4028 COMMERCIAL WAY, SPRING HILL, FL, 34606",28.6060793,-82.551896,4028 COMMERCIAL WAY,34606,"(28.6060793, -82.551896)"
593725701,UNITED WAY SUNCOAST INC,% PAMELA REEDER,5201 W KENNEDY BLVD STE 600,TAMPA,FL,33609-1820,0,3,3,1000,200203,1,15,0,1,1,201706.0,8,8,1,0,6,35386634.0,33610226.0,24161702.0,T70,,Gulf Coast and Pacific Coast Areas,"5201 W KENNEDY BLVD, TAMPA, FL, 33609",44.933143,7.540121,5201 W KENNEDY BLVD,33609,
596011150,UNITED WAY OF THE BIG BEND INC,% IRVIN CHIKOTI,307 E 7TH AVE,TALLAHASSEE,FL,32303-5520,0,3,3,1000,195802,1,15,602561000,1,1,201706.0,6,6,1,0,6,4197521.0,4838274.0,4428821.0,T70Z,,Gulf Coast and Pacific Coast Areas,"307 E 7TH AVE, TALLAHASSEE, FL, 32303",30.4578506,-84.2804114,307 E 7TH AVE,32303,"(30.4578506, -84.2804114)"
596212157,UNITED WAY OF ST LUCIE COUNTY INC,,4800 S US HIGHWAY 1,FORT PIERCE,FL,34982-7078,0,3,3,1000,196808,1,15,600000000,1,1,201706.0,6,6,1,0,6,3139399.0,1906734.0,1431198.0,T70,,Gulf Coast and Pacific Coast Areas,"4800 S US HIGHWAY 1, FORT PIERCE, FL, 34982",44.933143,7.540121,4800 S US HIGHWAY 1,34982,
620475748,UNITED WAY OF GREATER KNOXVILLE INC,,1301 HANNAH AVE,KNOXVILLE,TN,37921-6330,0,3,3,1000,196006,1,15,602000000,1,1,201803.0,8,8,1,0,3,34230631.0,14229108.0,14229108.0,,,Gulf Coast and Pacific Coast Areas,"1301 HANNAH AVE, KNOXVILLE, TN, 37921",35.9666988,-83.9329875,1301 HANNAH AVE,37921,"(35.9666988, -83.9329875)"
620476656,UNITED WAY OF BRISTOL TENN VA INC,,315 8TH ST,BRISTOL,TN,37620-2227,0,3,3,2000,198103,1,15,600000000,1,1,201712.0,6,6,1,0,12,4644798.0,3670101.0,1838222.0,,,Gulf Coast and Pacific Coast Areas,"315 8TH ST, BRISTOL, TN, 37620",36.5940981,-82.1864793,315 8TH ST,37620,"(36.5940981, -82.1864793)"
620481461,UNITED WAY OF GREATER KINGSPORT INC,,301 LOUIS ST STE 201,KINGSPORT,TN,37660-5196,0,3,3,1000,193506,1,15,602000000,1,1,201712.0,7,6,1,0,12,5796480.0,3340464.0,3340464.0,T70,,Gulf Coast and Pacific Coast Areas,"301 LOUIS ST, KINGSPORT, TN, 37660",36.5363387,-82.5540214,301 LOUIS ST,37660,"(36.5363387, -82.5540214)"
620533104,UNITED WAY OF MIDDLE TENNESSEE INC,% MARY WIGGINS,250 VENTURE CIR,NASHVILLE,TN,37228-1604,0,3,3,1000,197507,1,15,600000000,1,1,201712.0,8,8,1,0,12,33218339.0,29577861.0,26229850.0,T70,,Gulf Coast and Pacific Coast Areas,"250 VENTURE CIR, NASHVILLE, TN, 37228",36.1958544,-86.7956438,250 VENTURE CIR,37228,"(36.1958544, -86.7956438)"
620565962,UNITED WAY CHATTANOOGA,,630 MARKET ST,CHATTANOOGA,TN,37402-1205,0,3,3,1000,195710,1,15,600927602,1,1,201612.0,8,8,1,0,12,30110456.0,18133908.0,10035017.0,T700,,Gulf Coast and Pacific Coast Areas,"630 MARKET ST, CHATTANOOGA, TN, 37402",35.0616172,-85.308698,630 MARKET ST,37402,"(35.0616172, -85.308698)"
620590257,UNITED WAY OF WEST TENNESSEE INC,,470 N PARKWAY STE B,JACKSON,TN,38305-2843,0,3,3,1000,196807,1,15,602000000,1,1,201803.0,6,6,1,0,3,3068266.0,1959570.0,1775302.0,T70,,Gulf Coast and Pacific Coast Areas,"470 N PARKWAY, JACKSON, TN, 38305",35.6485591,-88.7886744,470 N PARKWAY,38305,"(35.6485591, -88.7886744)"
620731420,UNITED WAY OF HAWKINS COUNTY INC,,405 SOUTH ARMSTRONG ROAD,ROGERSVILLE,TN,37857-3659,0,3,3,1000,197709,1,15,600000000,1,1,201712.0,4,3,1,0,12,212616.0,50242.0,50242.0,T70Z,,Gulf Coast and Pacific Coast Areas,"405 SOUTH ARMSTRONG ROAD, ROGERSVILLE, TN, 37857",36.4021801,-83.012461,405 SOUTH ARMSTRONG ROAD,37857,"(36.4021801, -83.012461)"
621104204,UNITED WAY OF CARTER COUNTY,% CRYSTAL CARTER,527 EAST ELK AVENUE,ELIZABETHTON,TN,37643-3332,0,3,3,1000,198202,1,16,600000000,1,1,201712.0,4,3,1,0,12,197256.0,97120.0,97120.0,T70Z,,Gulf Coast and Pacific Coast Areas,"527 EAST ELK AVENUE, ELIZABETHTON, TN, 37643",36.3490197,-82.208278,527 EAST ELK AVENUE,37643,"(36.3490197, -82.208278)"
621225078,UNITED WAY OF SEVIER COUNTY,,140 COURT AVE STE 1,SEVIERVILLE,TN,37862-3587,0,3,3,1000,198604,1,15,600994000,1,1,201705.0,4,4,1,0,5,283213.0,440800.0,375132.0,,,Gulf Coast and Pacific Coast Areas,"140 COURT AVE, SEVIERVILLE, TN, 37862",35.8656707,-83.566287,140 COURT AVE,37862,"(35.8656707, -83.566287)"
621763845,UNITED WAY OF ROBERTSON COUNTY INC,,100 5TH AVE E,SPRINGFIELD,TN,37172-2421,0,3,3,1000,199906,1,15,0,1,1,201712.0,4,4,1,0,12,100818.0,155853.0,149243.0,T12,,Gulf Coast and Pacific Coast Areas,"100 5TH AVE E, SPRINGFIELD, TN, 37172",44.933143,7.540121,100 5TH AVE E,37172,
621773407,UNITED WAYS OF TENNESSEE,% MARY GRAHAM,209 GOTHIC CT STE 107,FRANKLIN,TN,37067-2810,0,3,3,1200,199909,1,15,0,1,1,201712.0,4,4,1,0,12,248284.0,344834.0,344834.0,P20,,Gulf Coast and Pacific Coast Areas,"209 GOTHIC CT, FRANKLIN, TN, 37067",35.952681,-86.8237724,209 GOTHIC CT,37067,"(35.952681, -86.8237724)"
626014536,UNITED WAY OF GREATER CLARKSVILLE REGION INC,,107 JEFFERSON STREET SUITE 107,CLARKSVILLE,TN,37040-8601,0,3,3,1000,196504,1,15,602000000,1,1,201706.0,6,6,1,0,6,1166160.0,1017671.0,1017671.0,T70,,Gulf Coast and Pacific Coast Areas,"107 JEFFERSON STREET, CLARKSVILLE, TN, 37040",36.5309477,-87.3621168,107 JEFFERSON STREET,37040,"(36.5309477, -87.3621168)"
626015767,GREENE COUNTY UNITED WAY INC,,115 ACADEMY ST,GREENEVILLE,TN,37743-5601,0,3,3,1000,195705,1,15,927602000,1,1,201712.0,6,5,1,0,12,1165402.0,575342.0,575342.0,T70Z,,Gulf Coast and Pacific Coast Areas,"115 ACADEMY ST, GREENEVILLE, TN, 37743",36.16239475,-82.8286392047391,115 ACADEMY ST,37743,"(36.16239475, -82.8286392047391)"
626049469,UNITED WAY OF WILLIAMSON COUNTY,,209 GOTHIC CT STE 107,FRANKLIN,TN,37067-2810,0,3,3,1000,196502,1,16,998000000,1,1,201706.0,7,7,1,0,6,6714433.0,5837921.0,5815960.0,,,Gulf Coast and Pacific Coast Areas,"209 GOTHIC CT, FRANKLIN, TN, 37067",35.952681,-86.8237724,209 GOTHIC CT,37067,"(35.952681, -86.8237724)"
630288846,UNITED WAY OF CENTRAL ALABAMA INC,,3600 8TH AVENUE SOUTH,BIRMINGHAM,AL,35222-3250,0,3,3,1200,194111,1,15,600059927,1,1,201612.0,9,9,1,0,12,90353699.0,64856431.0,62357836.0,T700,,Gulf Coast and Pacific Coast Areas,"3600 8TH AVENUE SOUTH, BIRMINGHAM, AL, 35222",44.933143,7.540121,3600 8TH AVENUE SOUTH,35222,"(33.521619, -86.760295)"
630350957,UNITED WAY OF EAST CENTRAL ALABAMA,,1505 WILMER AVE,ANNISTON,AL,36201-3854,0,3,3,1000,195603,1,15,602000000,1,1,201712.0,6,5,1,0,12,2001610.0,920460.0,920460.0,T70J,,Gulf Coast and Pacific Coast Areas,"1505 WILMER AVE, ANNISTON, AL, 36201",33.665069,-85.828479,1505 WILMER AVE,36201,"(33.665069, -85.828479)"
630366294,UNITED WAY OF MADISON COUNTY INC,,701 ANDREW JACKSON WAY NE,HUNTSVILLE,AL,35801-3504,0,3,3,1000,195812,1,15,602000000,1,1,201706.0,7,7,1,0,6,5406397.0,5039152.0,5039152.0,T700,,Gulf Coast and Pacific Coast Areas,"701 ANDREW JACKSON WAY NE, HUNTSVILLE, AL, 35801",44.933143,7.540121,701 ANDREW JACKSON WAY NE,35801,"(34.745955, -86.576624)"
630375616,UNITED WAY OF ETOWAH COUNTY ALABAMA INC,% WAYNE OSTEAN TREASURER,235 COLLEGE ST,GADSDEN,AL,35901-4134,0,3,3,1000,197102,1,15,600000000,1,1,201612.0,6,6,1,0,12,2683733.0,1599897.0,1566554.0,,,Gulf Coast and Pacific Coast Areas,"235 COLLEGE ST, GADSDEN, AL, 35901",44.933143,7.540121,235 COLLEGE ST,35901,"(32.5544343, -114.7826929)"
630873878,UNITED WAY OF THE NORTHWEST ALABAMA INC,,118 E MOBILE ST STE 300,FLORENCE,AL,35630-4757,0,3,3,1000,199708,1,15,600000000,1,1,201706.0,5,6,1,0,6,961341.0,1088931.0,1088931.0,T70Z,,Gulf Coast and Pacific Coast Areas,"118 E MOBILE ST, FLORENCE, AL, 35630",44.933143,7.540121,118 E MOBILE ST,35630,"(34.80114925, -87.675490668858)"
631075810,WIREGRASS AREA UNITED WAY FOOD BANK,,382 TWITCHELL RD,DOTHAN,AL,36303-2834,0,3,3,1000,199303,1,15,600000000,1,1,201806.0,6,5,1,0,6,1353595.0,942672.0,942672.0,K31Z,,Gulf Coast and Pacific Coast Areas,"382 TWITCHELL RD, DOTHAN, AL, 36303",31.250041,-85.399306,382 TWITCHELL RD,36303,"(31.250041, -85.399306)"
631095898,MARSHALL COUNTY UNITED WAY INC,,709 BLOUNT AVE,GUNTERSVILLE,AL,35976-1505,0,3,3,1000,199312,1,15,600000000,1,1,201712.0,5,5,1,0,12,987190.0,734005.0,721449.0,T70Z,,Gulf Coast and Pacific Coast Areas,"709 BLOUNT AVE, GUNTERSVILLE, AL, 35976",34.353059,-86.296363,709 BLOUNT AVE,35976,"(34.353059, -86.296363)"
631675928,UNITED WAY OF BEDFORD COUNTY INC,,605 DEL RAY ST,SHELBYVILLE,TN,37160-3203,0,3,3,1000,199801,1,15,0,1,1,201712.0,3,4,1,0,12,55640.0,112954.0,108103.0,P20,,Gulf Coast and Pacific Coast Areas,"605 DEL RAY ST, SHELBYVILLE, TN, 37160",35.487674,-86.4604583,605 DEL RAY ST,37160,"(35.487674, -86.4604583)"
640303075,UNITED WAY OF THE CAPITAL AREA INC,,843 N PRESIDENT ST,JACKSON,MS,39202-2561,0,3,3,1000,195311,1,15,600927000,1,1,201706.0,6,6,1,0,6,2238909.0,2313801.0,2313801.0,T70Z,,Gulf Coast and Pacific Coast Areas,"843 N PRESIDENT ST, JACKSON, MS, 39202",44.933143,7.540121,843 N PRESIDENT ST,39202,
640330259,UNITED WAY OF WEST CENTRAL MS,,920 SOUTH ST,VICKSBURG,MS,39180-3256,0,3,3,1000,196502,1,15,927000000,1,1,201712.0,6,5,1,0,12,1888224.0,978405.0,864338.0,T70Z,,Gulf Coast and Pacific Coast Areas,"920 SOUTH ST, VICKSBURG, MS, 39180",44.933143,7.540121,920 SOUTH ST,39180,
640387509,UNITED WAY FOR JACKSON & GEORGE COUNTIES MISSISSIPPI INCORPORATED,,3510 MAGNOLIA ST,PASCAGOULA,MS,39567-3113,0,3,3,1000,197106,1,15,600602000,1,1,201712.0,6,6,1,0,12,3163151.0,1448794.0,1448794.0,T70Z,,Gulf Coast and Pacific Coast Areas,"3510 MAGNOLIA ST, PASCAGOULA, MS, 39567",30.3687507,-88.5582995468536,3510 MAGNOLIA ST,39567,"(30.3687507, -88.5582995468536)"
640392972,UNITED WAY OF NORTHEAST MISSISSIPPI INC,,213 W MAIN ST STE 110,TUPELO,MS,38804-3909,0,3,3,1000,196503,1,17,927602000,1,1,201709.0,6,6,1,0,9,1972968.0,2257041.0,2257041.0,T70Z,,Gulf Coast and Pacific Coast Areas,"213 W MAIN ST, TUPELO, MS, 38804",34.2503085,-88.7632484,213 W MAIN ST,38804,"(34.2503085, -88.7632484)"
640410475,UNITED WAY OF SOUTHEAST MISSISSIPPI INC,,210 W FRONT ST,HATTIESBURG,MS,39401-3861,0,3,3,1000,195808,1,15,600927602,1,1,201803.0,6,6,1,0,3,1798684.0,1175998.0,1175998.0,T70,,Gulf Coast and Pacific Coast Areas,"210 W FRONT ST, HATTIESBURG, MS, 39401",44.933143,7.540121,210 W FRONT ST,39401,
640676151,UNITED WAY OF OXFORD-LAFAYETTE COUNTY INC,,440 N LAMAR BLVD STE 5,OXFORD,MS,38655-3209,0,3,3,1000,198608,1,15,600000000,1,1,201706.0,5,5,1,0,6,596237.0,571821.0,571821.0,T30,,Gulf Coast and Pacific Coast Areas,"440 N LAMAR BLVD, OXFORD, MS, 38655",44.933143,7.540121,440 N LAMAR BLVD,38655,
640826356,UNITED WAY OF SOUTH MISSISSIPPI INC,,11975 SEAWAY ROAD NO B-170,GULFPORT,MS,39503-6079,0,3,3,1000,199308,1,15,600000000,1,1,201803.0,6,6,1,0,3,2532748.0,1468336.0,1468336.0,T70Z,,Gulf Coast and Pacific Coast Areas,"11975 SEAWAY ROAD, GULFPORT, MS, 39503",30.4337018,-89.0343967623564,11975 SEAWAY ROAD,39503,"(30.4337018, -89.0343967623564)"
650836972,UNITED WAY FOUNDATION OF MANATEE COUNTY,% WILLIAM H HANSEN,4215 CONCEPT CT,BRADENTON,FL,34211-4910,0,3,3,1000,199905,1,15,0,2,1,201706.0,6,5,1,0,6,3636875.0,668753.0,333449.0,P80,,Gulf Coast and Pacific Coast Areas,"4215 CONCEPT CT, BRADENTON, FL, 34211",44.933143,7.540121,4215 CONCEPT CT,34211,
651071316,FOUNDATION OF THE UNITED WAY OF SOUTH SARASOTA COUNTY INC,% GREG BETTERTON,157 S HAVANA RD,VENICE,FL,34292-3104,0,3,3,1000,200108,1,17,0,1,1,201707.0,4,3,2,0,7,403909.0,49358.0,34508.0,N20,,Gulf Coast and Pacific Coast Areas,"157 S HAVANA RD, VENICE, FL, 34292",27.092623,-82.368423,157 S HAVANA RD,34292,"(27.092623, -82.368423)"
710239389,UNITED WAY OF GREATER TEXARKANA,,214 SPRUCE ST,TEXARKANA,TX,75501-5619,0,3,3,1000,196603,1,15,927600000,1,1,201712.0,6,5,1,0,12,3421123.0,990659.0,966249.0,,,Gulf Coast and Pacific Coast Areas,"214 SPRUCE ST, TEXARKANA, TX, 75501",33.4274242,-94.0507753,214 SPRUCE ST,75501,"(33.4274242, -94.0507753)"
710264296,UNITED WAY OF THE OUACHITAS,,233 HOBSON AVE,HOT SPRINGS,AR,71913-3724,0,3,3,1000,197805,1,15,600000000,1,1,201712.0,4,4,1,0,12,418939.0,378798.0,378798.0,,,Gulf Coast and Pacific Coast Areas,"233 HOBSON AVE, HOT SPRINGS, AR, 71913",34.4980379,-93.0675696,233 HOBSON AVE,71913,"(34.4980379, -93.0675696)"
710305700,UNITED WAY OF NORTHWEST ARKANSAS INC,,100 PARKWOOD ST,LOWELL,AR,72745-8807,0,3,3,1000,197111,1,15,600000000,1,1,201706.0,6,7,1,0,6,4336008.0,7284004.0,7144801.0,T70,,Gulf Coast and Pacific Coast Areas,"100 PARKWOOD ST, LOWELL, AR, 72745",36.2538413,-94.1389383,100 PARKWOOD ST,72745,"(36.2538413, -94.1389383)"
710338355,UNITED WAY OF UNION COUNTY INC,,200 N JEFFERSON AVE STE 103,EL DORADO,AR,71730-5842,0,3,3,1000,196910,1,15,600602000,1,1,201612.0,7,6,1,0,12,8682562.0,2788425.0,1391901.0,T70Z,,Gulf Coast and Pacific Coast Areas,"200 N JEFFERSON AVE, EL DORADO, AR, 71730",33.2219679,-92.6622731,200 N JEFFERSON AVE,71730,"(33.2219679, -92.6622731)"
716057164,UNITED WAY OF NORTHEAST ARKANSAS,,407 UNION ST,JONESBORO,AR,72401-2834,0,3,3,1000,195901,1,15,927602000,1,1,201712.0,6,5,1,0,12,1016351.0,825792.0,825792.0,T70Z,,Gulf Coast and Pacific Coast Areas,"407 UNION ST, JONESBORO, AR, 72401",35.838365,-90.705803,407 UNION ST,72401,"(35.838365, -90.705803)"
720447100,CAPITAL AREA UNITED WAY,,700 LAUREL ST,BATON ROUGE,LA,70802-5634,0,3,3,1000,195506,1,15,602561000,1,1,201706.0,8,8,1,0,6,13144929.0,10024744.0,10024738.0,T700,,Gulf Coast and Pacific Coast Areas,"700 LAUREL ST, BATON ROUGE, LA, 70802",30.451176,-91.1609639,700 LAUREL ST,70802,"(30.451176, -91.1609639)"
720456901,UNITED WAY OF SOUTHWEST LOUISIANA INC,,715 RYAN ST STE 102,LAKE CHARLES,LA,70601-4200,0,3,3,7000,195403,1,15,600927000,5,1,201706.0,7,6,1,0,6,7135157.0,4307206.0,4307206.0,,,Gulf Coast and Pacific Coast Areas,"715 RYAN ST, LAKE CHARLES, LA, 70601",30.226641,-93.21764,715 RYAN ST,70601,"(30.226641, -93.21764)"
720462338,UNITED WAY OF CENTRAL LOUISIANA INC,,1101 4TH ST STE 202,ALEXANDRIA,LA,71301-8311,0,3,3,1000,197201,1,15,927000000,1,1,201712.0,6,6,1,0,12,1411996.0,1405864.0,1405864.0,,,Gulf Coast and Pacific Coast Areas,"1101 4TH ST, ALEXANDRIA, LA, 71301",31.3113427,-92.4459415,1101 4TH ST,71301,"(31.3113427, -92.4459415)"
720471369,UNITED WAY OF SOUTHEAST LOUISIANA,% LAURA PAUL,2515 CANAL ST,NEW ORLEANS,LA,70119-6435,0,3,3,1000,195211,1,15,600000000,1,1,201706.0,8,8,1,0,6,22379796.0,19576488.0,19154240.0,T70Z,,Gulf Coast and Pacific Coast Areas,"2515 CANAL ST, NEW ORLEANS, LA, 70119",29.9644797,-90.0850142,2515 CANAL ST,70119,"(29.9644797, -90.0850142)"
720498515,THE UNITED WAY OF NORTHEAST LOUISIANA INC,,1201 HUDSON LN,MONROE,LA,71201-6005,0,3,3,1000,195708,1,15,600927602,1,1,201706.0,6,6,1,0,6,3609113.0,4761003.0,4706375.0,T70,,Gulf Coast and Pacific Coast Areas,"1201 HUDSON LN, MONROE, LA, 71201",32.5147339,-92.1143501,1201 HUDSON LN,71201,"(32.5147339, -92.1143501)"
720503930,UNITED WAY OF NORTHWEST LOUISIANA,,820 JORDAN ST STE 370,SHREVEPORT,LA,71101-4500,0,3,3,1000,195607,1,15,602000000,1,1,201612.0,6,6,1,0,12,2314792.0,2023687.0,2023687.0,,,Gulf Coast and Pacific Coast Areas,"820 JORDAN ST, SHREVEPORT, LA, 71101",32.49815,-93.741756,820 JORDAN ST,71101,"(32.49815, -93.741756)"
720514494,UNITED WAY OF IBERIA INC,,1101 E ADMIRAL DOYLE DR # 207,NEW IBERIA,LA,70560-6300,0,3,3,1000,196210,1,15,600927000,1,1,201806.0,4,4,1,0,6,192736.0,312962.0,195746.0,T70Z,,Gulf Coast and Pacific Coast Areas,"1101 E ADMIRAL DOYLE DR, NEW IBERIA, LA, 70560",29.9921403,-91.8347933,1101 E ADMIRAL DOYLE DR,70560,"(29.9921403, -91.8347933)"
720564845,ST LANDRY-EVANGELINE UNITED WAY,,5367 I 49 S SERVICE RD,OPELOUSAS,LA,70570-0743,0,3,3,1000,197504,1,15,0,5,1,201712.0,4,4,1,0,12,234051.0,399821.0,395914.0,,,Gulf Coast and Pacific Coast Areas,"5367 I 49 S SERVICE RD, OPELOUSAS, LA, 70570",44.933143,7.540121,5367 I 49 S SERVICE RD,70570,
720867661,UNITED WAY FOR SOUTH LOUISIANA,,600 ACADEMY ST,HOUMA,LA,70360-5602,0,3,3,1000,197912,1,15,602600994,1,1,201712.0,6,5,1,0,12,1262849.0,847766.0,847766.0,,,Gulf Coast and Pacific Coast Areas,"600 ACADEMY ST, HOUMA, LA, 70360",29.5920075,-90.7216828,600 ACADEMY ST,70360,"(29.5920075, -90.7216828)"
720928066,UNITED WAY OF ST CHARLES,,13207 RIVER RD,LULING,LA,70070-4168,0,3,3,1000,198201,1,15,927000000,1,1,201706.0,6,6,1,0,6,4846664.0,2806529.0,2806529.0,T70Z,,Gulf Coast and Pacific Coast Areas,"13207 RIVER RD, LULING, LA, 70070",29.9353,-90.368698,13207 RIVER RD,70070,"(29.9353, -90.368698)"
730580283,TULSA AREA UNITED WAY,,1430 S BOULDER AVE,TULSA,OK,74119-3604,0,3,3,1000,195111,1,15,600927000,1,1,201712.0,8,8,1,0,12,37738964.0,25089630.0,24975175.0,,,Gulf Coast and Pacific Coast Areas,"1430 S BOULDER AVE, TULSA, OK, 74119",36.1463171,-95.9887304,1430 S BOULDER AVE,74119,"(36.1463171, -95.9887304)"
730589829,UNITED WAY OF CENTRAL OKLAHOMA,% PAMELA COX,1444 NW 28TH ST,OKLAHOMA CITY,OK,73106-3430,0,3,3,1000,195208,1,15,600927000,1,1,201712.0,8,8,1,0,12,33800456.0,17259959.0,17252736.0,T70Z,UNITED WAY OF METRO OKLAHOMA CITY,Gulf Coast and Pacific Coast Areas,"1444 NW 28TH ST, OKLAHOMA CITY, OK, 73106",35.4984461,-97.5422116,1444 NW 28TH ST,73106,"(35.4984461, -97.5422116)"
730602756,UNITED WAY OF PAYNE COUNTY INC,,109 E 9TH AVE,STILLWATER,OK,74074-4653,0,3,3,1000,195509,1,15,600000000,1,1,201712.0,6,6,1,0,12,1486796.0,1004920.0,1004920.0,T70Z,,Gulf Coast and Pacific Coast Areas,"109 E 9TH AVE, STILLWATER, OK, 74074",36.1123821,-97.0547761,109 E 9TH AVE,74074,"(36.1123821, -97.0547761)"
730668684,UNITED WAY OF NORMAN INC,,2424 SPRINGER DRIVE,NORMAN,OK,73069-3966,0,3,3,1000,196907,1,15,927602000,1,1,201706.0,6,6,1,0,6,1809780.0,1634013.0,1620418.0,,,Gulf Coast and Pacific Coast Areas,"2424 SPRINGER DRIVE, NORMAN, OK, 73069",35.2051643,-97.478261,2424 SPRINGER DRIVE,73069,"(35.2051643, -97.478261)"
730726446,UNITED WAY OF PONCA CITY INC,,205 N 2ND ST,PONCA CITY,OK,74601-4323,0,3,3,1000,196508,1,15,600000000,1,1,201612.0,6,5,1,0,12,1593779.0,856431.0,818859.0,T70Z,,Gulf Coast and Pacific Coast Areas,"205 N 2ND ST, PONCA CITY, OK, 74601",36.7115409,-97.0822729,205 N 2ND ST,74601,"(36.7115409, -97.0822729)"
731164992,UNITED WAY OF BLACKWELL OKLAHOMA INC,,120 SMAIN,BLACKWELL,OK,74631-0000,0,3,3,1000,199501,1,15,600000000,1,1,201712.0,0,0,2,0,12,0.0,0.0,0.0,T70J,,Gulf Coast and Pacific Coast Areas,"120 SMAIN, BLACKWELL, OK, 74631",44.933143,7.540121,120 SMAIN,74631,
741167964,UNITED WAY OF GREATER HOUSTON,% HAROLD COSARE,50 WAUGH DR,HOUSTON,TX,77007-5813,0,3,3,1000,196012,1,15,600927000,1,1,201803.0,9,9,1,0,3,142679910.0,125105697.0,124988151.0,T70,,Gulf Coast and Pacific Coast Areas,"50 WAUGH DR, HOUSTON, TX, 77007",29.7671064,-95.3984897303076,50 WAUGH DR,77007,"(29.7671064, -95.3984897303076)"
741187386,UNITED WAY OF MID & SOUTH JEFFERSON COUNTY,,7980 ANCHOR DR STE 600,PORT ARTHUR,TX,77642-8280,0,3,3,1000,195507,1,15,600000000,1,1,201706.0,6,6,1,0,6,2852278.0,1495603.0,1495603.0,,,Gulf Coast and Pacific Coast Areas,"7980 ANCHOR DR, PORT ARTHUR, TX, 77642",29.939943,-93.982167,7980 ANCHOR DR,77642,"(29.939943, -93.982167)"
741193439,UNITED WAY FOR GREATER AUSTIN,,2000 E MLK JR BLVD,AUSTIN,TX,78702-1340,0,3,3,1200,195309,1,15,600059927,1,1,201706.0,7,8,1,0,6,6326863.0,12349818.0,12251108.0,T70Z,,Gulf Coast and Pacific Coast Areas,"2000 E MLK JR BLVD, AUSTIN, TX, 78702",44.933143,7.540121,2000 E MLK JR BLVD,78702,
741200117,UNITED WAY OF BEAUMONT & NORTH JEFFERSON COUNTY,,700 NORTH ST STE H,BEAUMONT,TX,77701-1834,0,3,3,1000,195306,1,15,600000000,1,1,201706.0,7,6,1,0,6,7662652.0,4402412.0,2288705.0,T70Z,,Gulf Coast and Pacific Coast Areas,"700 NORTH ST, BEAUMONT, TX, 77701",30.088058,-94.106108,700 NORTH ST,77701,"(30.088058, -94.106108)"
